time,frequency,confidence
39.230,162.547,0.316453
39.240,169.309,0.501590
39.250,173.201,0.581802
39.260,177.315,0.858330
39.270,179.022,0.908306
39.280,180.127,0.904014
39.290,180.174,0.877852
39.300,179.823,0.888287
39.310,178.669,0.884166
39.320,177.253,0.894998
39.330,175.365,0.866987
39.340,173.251,0.846938
39.350,170.963,0.854623
39.360,169.334,0.850756
39.370,168.097,0.744900
39.380,165.778,0.674413
39.390,161.419,0.582660
39.400,156.912,0.524565
39.410,153.952,0.415677
39.420,143.198,0.221068
39.430,139.332,0.476707
39.440,135.292,0.508087
39.450,130.639,0.510623
39.460,128.782,0.654959
39.470,129.409,0.350807
39.480,132.100,0.167952
39.490,138.760,0.446345
39.500,145.306,0.447619
39.510,150.388,0.252117
39.520,168.548,0.317657
39.530,171.053,0.520165
39.540,174.373,0.639055
39.550,176.671,0.789623
39.560,178.871,0.768899
39.570,178.369,0.741572
39.580,175.674,0.757877
39.590,172.940,0.814447
39.600,169.949,0.713259
39.610,165.560,0.591531
39.620,163.344,0.664129
39.630,152.913,0.336140
39.640,146.093,0.484109
39.650,141.348,0.671408
39.660,140.015,0.687325
39.670,140.314,0.803324
39.680,141.139,0.805201
39.690,142.092,0.789128
39.700,144.245,0.739225
39.710,146.224,0.827301
39.720,148.518,0.832396
39.730,149.701,0.848616
39.740,150.147,0.894493
39.750,148.929,0.912408
39.760,147.720,0.929395
39.770,147.416,0.923704
39.780,147.083,0.923827
39.790,146.266,0.890021
39.800,146.340,0.880735
39.810,147.293,0.842331
39.820,151.360,0.749041
39.830,157.170,0.676238
39.840,163.679,0.791478
39.850,166.578,0.876405
39.860,170.129,0.851884
39.870,171.858,0.882627
39.880,173.743,0.901133
39.890,174.265,0.900111
39.900,173.880,0.912984
39.910,173.124,0.919446
39.920,172.657,0.909628
39.930,173.044,0.910493
39.940,174.401,0.887001
39.950,176.175,0.881185
39.960,177.448,0.912604
39.970,177.047,0.886757
39.980,175.203,0.834021
39.990,172.475,0.787291
40.000,166.909,0.687258
40.010,161.525,0.751018
40.020,158.638,0.770415
40.030,157.826,0.686291
40.040,161.374,0.724140
40.050,165.979,0.813659
40.060,171.150,0.686099
40.070,175.654,0.867108
40.080,178.651,0.872232
40.090,179.246,0.897514
40.100,177.416,0.820039
40.110,173.194,0.795258
40.120,168.619,0.778128
40.130,166.329,0.594504
40.140,169.501,0.398346
40.150,149.397,0.328792
40.160,173.549,0.316882
40.170,117.325,0.335705
40.180,116.233,0.481629
40.190,116.468,0.465131
40.200,116.833,0.586637
40.210,117.176,0.576617
40.220,117.231,0.623548
40.230,117.873,0.540522
40.240,174.875,0.451379
40.250,172.825,0.592371
40.260,171.560,0.522835
40.270,118.479,0.251306
40.280,116.986,0.394550
40.290,117.011,0.482888
40.300,117.230,0.502364
40.310,117.401,0.539766
40.320,117.362,0.506303
40.330,116.867,0.569399
40.340,116.272,0.502163
40.350,116.298,0.247915
40.360,146.927,0.235028
40.370,117.258,0.313505
40.380,147.536,0.183234
40.390,116.926,0.245276
40.400,175.818,0.310252
40.410,117.426,0.303596
40.420,117.357,0.353366
40.430,117.329,0.396271
40.440,173.728,0.407348
40.450,117.317,0.307639
40.460,116.847,0.352728
40.470,173.746,0.564984
40.480,173.896,0.448879
40.490,116.874,0.403892
40.500,116.546,0.403687
40.510,116.772,0.383958
40.520,116.538,0.316807
40.530,116.475,0.340111
40.540,117.002,0.313714
40.550,117.762,0.420876
40.560,118.039,0.420684
40.570,117.962,0.484835
40.580,118.007,0.495484
40.590,276.939,0.151686
40.600,271.960,0.535448
40.610,266.963,0.722380
40.620,268.408,0.576278
40.630,269.771,0.287605
40.640,201.796,0.582165
40.650,201.964,0.822046
40.660,200.845,0.861996
40.670,198.344,0.880134
40.680,196.860,0.889827
40.690,196.362,0.827914
40.700,196.726,0.875947
40.710,197.653,0.887133
40.720,200.343,0.769738
40.730,204.206,0.859882
40.740,207.933,0.883509
40.750,212.217,0.889813
40.760,215.554,0.942124
40.770,216.620,0.920979
40.780,215.489,0.893921
40.790,209.636,0.714826
40.800,203.635,0.753188
40.810,196.010,0.807912
40.820,193.657,0.889754
40.830,192.867,0.902192
40.840,192.722,0.908176
40.850,193.161,0.859207
40.860,194.521,0.829906
40.870,196.582,0.884753
40.880,198.466,0.862071
40.890,198.575,0.836645
40.900,195.638,0.826021
40.910,191.528,0.762128
40.920,186.212,0.808914
40.930,181.501,0.779751
40.940,175.721,0.687129
40.950,169.435,0.665425
40.960,165.066,0.818868
40.970,160.941,0.772568
40.980,156.387,0.817711
40.990,152.437,0.766725
41.000,150.155,0.676760
41.010,149.499,0.781388
41.020,149.335,0.809460
41.030,151.041,0.870382
41.040,152.805,0.833037
41.050,155.629,0.885425
41.060,157.063,0.862005
41.070,158.762,0.858750
41.080,160.799,0.871632
41.090,162.185,0.884051
41.100,163.569,0.922195
41.110,164.698,0.907053
41.120,165.804,0.922962
41.130,167.902,0.775868
41.140,172.411,0.742705
41.150,175.499,0.802507
41.160,175.574,0.809360
41.170,174.828,0.861965
41.180,174.397,0.813133
41.190,173.601,0.884137
41.200,173.079,0.875842
41.210,172.817,0.856504
41.220,172.897,0.826255
41.230,173.465,0.759523
41.240,172.934,0.862839
41.250,172.584,0.811635
41.260,172.776,0.880993
41.270,173.503,0.893021
41.280,173.939,0.879421
41.290,174.186,0.821172
41.300,172.651,0.762056
41.310,167.678,0.622558
41.320,164.836,0.352834
41.330,38.565,0.194306
41.340,38.785,0.072071
41.350,313.550,0.354133
41.360,311.927,0.182847
41.370,177.928,0.316430
41.380,176.082,0.289213
41.390,341.923,0.501634
41.400,170.736,0.375573
41.410,173.273,0.644906
41.420,173.884,0.813691
41.430,173.915,0.876667
41.440,173.991,0.891663
41.450,174.156,0.786398
41.460,174.224,0.627748
41.470,174.301,0.554614
41.480,174.456,0.592559
41.490,173.676,0.705712
41.500,173.660,0.730898
41.510,173.390,0.832035
41.520,173.418,0.847273
41.530,173.011,0.837991
41.540,172.113,0.806853
41.550,171.164,0.809904
41.560,169.902,0.833279
41.570,169.578,0.880304
41.580,170.038,0.864868
41.590,171.612,0.887571
41.600,172.247,0.858787
41.610,172.814,0.887250
41.620,173.176,0.837044
41.630,173.275,0.842177
41.640,172.649,0.834410
41.650,172.632,0.818557
41.660,172.775,0.850499
41.670,173.769,0.902912
41.680,173.870,0.913095
41.690,173.486,0.914460
41.700,172.649,0.918697
41.710,171.742,0.876108
41.720,171.044,0.867735
41.730,170.646,0.829664
41.740,170.409,0.821450
41.750,170.763,0.816894
41.760,171.818,0.837518
41.770,173.027,0.898006
41.780,174.026,0.896792
41.790,175.044,0.904712
41.800,175.956,0.876422
41.810,176.883,0.874165
41.820,177.228,0.893005
41.830,176.350,0.814758
41.840,175.216,0.874374
41.850,173.662,0.833573
41.860,171.562,0.782288
41.870,168.979,0.843355
41.880,167.778,0.879779
41.890,165.920,0.825683
41.900,165.954,0.707405
41.910,168.182,0.568759
41.920,171.614,0.618868
41.930,173.649,0.772613
41.940,176.576,0.852172
41.950,180.986,0.863509
41.960,182.740,0.759456
41.970,182.503,0.470756
41.980,180.634,0.392543
41.990,179.044,0.345461
42.000,176.151,0.284514
42.010,171.877,0.276367
42.020,166.442,0.456093
42.030,164.809,0.574201
42.040,163.771,0.812313
42.050,162.621,0.807770
42.060,163.309,0.773402
42.070,164.526,0.765069
42.080,169.655,0.685751
42.090,171.435,0.795003
42.100,173.090,0.761016
42.110,174.670,0.742403
42.120,173.954,0.487536
42.130,172.308,0.478529
42.140,169.117,0.651780
42.150,167.155,0.720921
42.160,166.174,0.576189
42.170,165.490,0.432952
42.180,164.717,0.348423
42.190,267.420,0.467013
42.200,266.298,0.395320
42.210,268.230,0.383612
42.220,272.514,0.396916
42.230,174.840,0.524189
42.240,177.390,0.828247
42.250,178.560,0.791770
42.260,179.308,0.774412
42.270,178.832,0.553897
42.280,177.839,0.588687
42.290,176.902,0.669410
42.300,175.749,0.593507
42.310,174.762,0.373376
42.320,292.901,0.223783
42.330,169.609,0.336039
42.340,169.551,0.412575
42.350,168.510,0.481439
42.360,168.825,0.556079
42.370,169.035,0.527016
42.380,168.701,0.590998
42.390,168.942,0.403268
42.400,171.347,0.449732
42.410,173.462,0.544867
42.420,174.616,0.713592
42.430,174.325,0.736714
42.440,173.900,0.729225
42.450,173.016,0.769184
42.460,173.038,0.706415
42.470,172.558,0.774405
42.480,173.916,0.803043
42.490,174.881,0.863893
42.500,175.346,0.897224
42.510,175.742,0.851008
42.520,176.116,0.870093
42.530,175.712,0.786297
42.540,175.115,0.796156
42.550,173.725,0.817031
42.560,172.986,0.811238
42.570,171.918,0.750521
42.580,172.573,0.751190
42.590,173.312,0.790061
42.600,174.469,0.823452
42.610,175.245,0.840605
42.620,174.141,0.681281
42.630,173.593,0.726039
42.640,171.143,0.672709
42.650,170.995,0.597054
42.660,170.405,0.596951
42.670,170.201,0.611274
42.680,171.874,0.608565
42.690,171.940,0.611120
42.700,172.074,0.666116
42.710,172.284,0.626459
42.720,171.442,0.542817
42.730,169.368,0.494505
42.740,333.089,0.558708
42.750,165.755,0.597028
42.760,331.677,0.665942
42.770,165.662,0.653715
42.780,166.455,0.833152
42.790,168.430,0.787033
42.800,169.912,0.648210
42.810,172.158,0.521310
42.820,173.644,0.597249
42.830,173.683,0.625360
42.840,173.381,0.527592
42.850,171.685,0.563645
42.860,170.097,0.606798
42.870,168.571,0.666234
42.880,168.095,0.727862
42.890,167.539,0.813616
42.900,167.888,0.817216
42.910,169.990,0.760061
42.920,170.095,0.732336
42.930,168.657,0.701515
42.940,167.224,0.619658
42.950,330.464,0.575146
42.960,354.438,0.510066
42.970,356.461,0.601700
42.980,353.630,0.634825
42.990,355.143,0.546880
43.000,357.423,0.488382
43.010,359.791,0.608214
43.020,357.799,0.710804
43.030,358.020,0.846337
43.040,357.665,0.763693
43.050,355.615,0.657174
43.060,352.942,0.620174
43.070,349.331,0.393287
43.080,161.604,0.160401
43.090,350.205,0.447716
43.100,354.532,0.597225
43.110,356.886,0.685433
43.120,358.625,0.762616
43.130,358.911,0.824010
43.140,358.070,0.853077
43.150,358.546,0.890502
43.160,358.152,0.884023
43.170,357.693,0.901740
43.180,356.307,0.921044
43.190,356.032,0.842638
43.200,355.860,0.705119
43.210,354.830,0.487709
43.220,349.367,0.596854
43.230,349.497,0.764820
43.240,352.441,0.845997
43.250,354.301,0.846451
43.260,355.031,0.851513
43.270,355.777,0.859882
43.280,356.200,0.603223
43.290,354.322,0.515546
43.300,352.513,0.666689
43.310,353.721,0.802974
43.320,354.303,0.817269
43.330,354.836,0.844582
43.340,356.426,0.903793
43.350,357.958,0.906066
43.360,358.821,0.912950
43.370,357.676,0.889749
43.380,357.333,0.806775
43.390,357.197,0.750119
43.400,356.731,0.771170
43.410,356.587,0.758669
43.420,358.241,0.607534
43.430,359.800,0.806802
43.440,358.199,0.763055
43.450,355.606,0.781293
43.460,353.981,0.814310
43.470,353.189,0.701915
43.480,353.346,0.751929
43.490,354.154,0.782463
43.500,355.063,0.713571
43.510,356.465,0.607716
43.520,360.949,0.615796
43.530,358.602,0.696460
43.540,356.825,0.577968
43.550,356.034,0.637274
43.560,358.526,0.553507
43.570,354.480,0.594549
43.580,350.423,0.628764
43.590,347.678,0.666484
43.600,348.040,0.679936
43.610,349.534,0.842335
43.620,350.792,0.832417
43.630,351.203,0.860339
43.640,351.649,0.866794
43.650,352.849,0.836683
43.660,353.808,0.890425
43.670,354.429,0.892123
43.680,354.672,0.891684
43.690,356.200,0.857412
43.700,357.484,0.856990
43.710,357.669,0.880790
43.720,357.355,0.843951
43.730,357.899,0.874710
43.740,357.419,0.861265
43.750,356.858,0.817240
43.760,356.238,0.715240
43.770,355.488,0.231383
43.780,226.753,0.530505
43.790,227.651,0.732142
43.800,226.229,0.856551
43.810,224.638,0.883538
43.820,223.411,0.945987
43.830,223.016,0.954884
43.840,223.395,0.957774
43.850,223.017,0.957083
43.860,222.383,0.939108
43.870,221.843,0.925748
43.880,221.370,0.941749
43.890,220.819,0.956254
43.900,220.308,0.949203
43.910,220.610,0.950807
43.920,221.678,0.926422
43.930,223.284,0.942430
43.940,224.551,0.904993
43.950,225.358,0.939345
43.960,225.531,0.944429
43.970,225.793,0.943898
43.980,226.388,0.929882
43.990,226.395,0.920115
44.000,224.319,0.878981
44.010,222.366,0.811321
44.020,219.559,0.612353
44.030,217.613,0.496169
44.040,220.998,0.410115
44.050,224.577,0.234288
44.060,447.111,0.450709
44.070,356.227,0.593275
44.080,355.926,0.688293
44.090,354.676,0.829847
44.100,355.181,0.872878
44.110,354.395,0.910954
44.120,354.494,0.904239
44.130,353.549,0.787946
44.140,352.325,0.747519
44.150,350.373,0.599388
44.160,174.701,0.606389
44.170,172.920,0.738070
44.180,172.216,0.779415
44.190,173.052,0.881106
44.200,174.923,0.914859
44.210,176.925,0.863673
44.220,179.915,0.774321
44.230,185.978,0.621534
44.240,193.314,0.810517
44.250,196.190,0.878066
44.260,195.962,0.901605
44.270,193.930,0.887577
44.280,190.216,0.753548
44.290,185.091,0.758011
44.300,179.025,0.697601
44.310,175.968,0.755114
44.320,173.039,0.641220
44.330,166.275,0.701256
44.340,164.649,0.880280
44.350,165.397,0.931136
44.360,167.324,0.875126
44.370,171.631,0.774618
44.380,176.013,0.834541
44.390,179.507,0.885973
44.400,180.765,0.904152
44.410,180.809,0.905346
44.420,179.629,0.794104
44.430,176.045,0.596175
44.440,173.928,0.520098
44.450,172.859,0.537229
44.460,174.511,0.537126
44.470,177.632,0.676566
44.480,178.371,0.666846
44.490,178.859,0.611255
44.500,178.681,0.588979
44.510,180.787,0.442627
44.520,180.971,0.522954
44.530,180.215,0.664441
44.540,177.952,0.744880
44.550,178.163,0.730570
44.560,180.293,0.575981
44.570,180.640,0.580940
44.580,176.778,0.741471
44.590,175.118,0.837664
44.600,174.339,0.856155
44.610,174.503,0.865630
44.620,174.762,0.892868
44.630,174.930,0.908077
44.640,174.846,0.894606
44.650,174.682,0.833833
44.660,174.294,0.856554
44.670,174.244,0.874019
44.680,174.382,0.880838
44.690,174.349,0.881255
44.700,174.013,0.863722
44.710,173.482,0.812055
44.720,172.151,0.715623
44.730,170.002,0.700506
44.740,168.792,0.666393
44.750,168.685,0.496142
44.760,169.636,0.364535
44.770,173.644,0.588915
44.780,174.369,0.795183
44.790,175.244,0.925497
44.800,175.870,0.914085
44.810,176.184,0.907754
44.820,176.872,0.900140
44.830,177.328,0.892673
44.840,176.450,0.852487
44.850,174.731,0.859949
44.860,172.530,0.814293
44.870,170.934,0.791246
44.880,169.766,0.823069
44.890,168.548,0.811176
44.900,167.808,0.720938
44.910,168.887,0.619149
44.920,170.706,0.735196
44.930,172.972,0.877942
44.940,174.612,0.910792
44.950,175.561,0.928308
44.960,175.885,0.927103
44.970,175.888,0.916686
44.980,175.359,0.921731
44.990,174.012,0.894728
45.000,172.372,0.892342
45.010,170.634,0.808331
45.020,167.861,0.728418
45.030,166.125,0.788999
45.040,165.991,0.845946
45.050,167.006,0.876411
45.060,168.775,0.786800
45.070,172.654,0.814191
45.080,175.229,0.899996
45.090,176.280,0.889458
45.100,176.333,0.879722
45.110,175.857,0.860046
45.120,175.200,0.888923
45.130,174.742,0.881100
45.140,174.098,0.840759
45.150,173.372,0.844619
45.160,172.883,0.838161
45.170,171.727,0.784962
45.180,170.232,0.784981
45.190,169.952,0.794895
45.200,170.025,0.837841
45.210,170.684,0.835661
45.220,171.436,0.865171
45.230,172.677,0.896345
45.240,174.315,0.887446
45.250,175.475,0.894590
45.260,176.151,0.866561
45.270,176.013,0.889300
45.280,175.800,0.902392
45.290,175.265,0.921131
45.300,174.855,0.910794
45.310,174.101,0.894364
45.320,173.006,0.928141
45.330,172.312,0.895116
45.340,172.614,0.885133
45.350,172.183,0.879347
45.360,172.182,0.850696
45.370,171.987,0.822076
45.380,172.673,0.714199
45.390,173.693,0.639870
45.400,174.464,0.751619
45.410,174.954,0.862161
45.420,175.280,0.897790
45.430,175.547,0.875590
45.440,175.932,0.870036
45.450,176.455,0.832135
45.460,176.053,0.854381
45.470,175.729,0.869490
45.480,175.330,0.920169
45.490,174.664,0.918873
45.500,174.107,0.880984
45.510,173.824,0.852773
45.520,173.526,0.845621
45.530,173.389,0.891097
45.540,173.580,0.891847
45.550,174.003,0.873530
45.560,174.378,0.873905
45.570,174.829,0.862285
45.580,175.032,0.879601
45.590,176.358,0.843429
45.600,177.450,0.902928
45.610,177.813,0.891212
45.620,177.741,0.876160
45.630,177.053,0.919104
45.640,176.371,0.900490
45.650,175.284,0.933680
45.660,174.199,0.904972
45.670,173.508,0.912410
45.680,172.851,0.885123
45.690,173.078,0.856800
45.700,173.576,0.852197
45.710,175.059,0.896497
45.720,175.063,0.921063
45.730,174.810,0.905354
45.740,173.732,0.891823
45.750,172.026,0.873747
45.760,171.102,0.803396
45.770,170.691,0.746127
45.780,171.356,0.591119
45.790,86.762,0.507457
45.800,86.960,0.574486
45.810,174.413,0.592232
45.820,174.434,0.654940
45.830,174.210,0.711884
45.840,173.590,0.817556
45.850,172.513,0.812326
45.860,170.233,0.700620
45.870,169.029,0.772285
45.880,168.946,0.843894
45.890,169.278,0.890867
45.900,170.741,0.856773
45.910,172.284,0.848364
45.920,174.166,0.861713
45.930,174.869,0.913867
45.940,174.457,0.897655
45.950,173.224,0.859031
45.960,170.540,0.729423
45.970,166.896,0.760558
45.980,163.553,0.688666
45.990,160.153,0.689476
46.000,158.728,0.705535
46.010,159.132,0.658592
46.020,161.883,0.605386
46.030,173.691,0.556161
46.040,176.714,0.732729
46.050,177.631,0.868450
46.060,176.726,0.814801
46.070,173.284,0.753452
46.080,166.936,0.610977
46.090,160.891,0.584516
46.100,157.315,0.738436
46.110,157.153,0.761594
46.120,159.026,0.667035
46.130,162.424,0.430974
46.140,172.099,0.367565
46.150,173.383,0.613514
46.160,174.427,0.614333
46.170,174.440,0.459524
46.180,351.691,0.492420
46.190,351.908,0.498898
46.200,351.726,0.391468
46.210,351.522,0.532383
46.220,351.211,0.460391
46.230,174.729,0.599495
46.240,174.845,0.673897
46.250,174.710,0.724689
46.260,175.159,0.754355
46.270,175.618,0.746840
46.280,175.568,0.718621
46.290,175.278,0.753296
46.300,175.056,0.738426
46.310,175.194,0.630518
46.320,351.518,0.520000
46.330,351.974,0.483043
46.340,352.250,0.424835
46.350,175.310,0.542788
46.360,175.407,0.731580
46.370,175.180,0.770118
46.380,175.684,0.777543
46.390,175.862,0.680204
46.400,352.000,0.699832
46.410,351.540,0.657594
46.420,351.472,0.590125
46.430,175.914,0.583204
46.440,175.600,0.718023
46.450,175.056,0.704736
46.460,174.851,0.550675
46.470,351.210,0.534718
46.480,351.555,0.675113
46.490,352.161,0.797153
46.500,352.422,0.701241
46.510,351.782,0.745751
46.520,350.469,0.602448
46.530,262.218,0.406702
46.540,263.444,0.647526
46.550,264.365,0.687090
46.560,265.642,0.749739
46.570,265.557,0.770869
46.580,264.740,0.799629
46.590,263.693,0.848513
46.600,264.545,0.801462
46.610,264.700,0.793373
46.620,264.089,0.858710
46.630,263.937,0.878590
46.640,264.021,0.882680
46.650,264.164,0.881769
46.660,263.733,0.895350
46.670,263.709,0.882034
46.680,263.649,0.870978
46.690,263.906,0.849160
46.700,263.377,0.898230
46.710,263.286,0.907965
46.720,263.438,0.914825
46.730,263.517,0.910154
46.740,263.600,0.892581
46.750,264.059,0.864988
46.760,263.742,0.893863
46.770,263.595,0.888636
46.780,263.602,0.901107
46.790,263.773,0.908390
46.800,263.870,0.905226
46.810,263.858,0.903503
46.820,263.731,0.910815
46.830,263.557,0.917671
46.840,263.389,0.909144
46.850,263.972,0.896254
46.860,264.355,0.887991
46.870,263.895,0.879563
46.880,263.783,0.861420
46.890,263.362,0.854910
46.900,263.245,0.571164
46.910,354.026,0.211393
46.920,351.540,0.399563
46.930,350.709,0.400055
46.940,350.557,0.381229
46.950,350.609,0.547843
46.960,351.662,0.545037
46.970,351.809,0.480730
46.980,351.839,0.534162
46.990,352.090,0.513279
47.000,352.056,0.461120
47.010,351.611,0.411235
47.020,352.015,0.501714
47.030,352.214,0.474487
47.040,351.974,0.487504
47.050,175.727,0.592350
47.060,175.557,0.668979
47.070,175.549,0.551201
47.080,175.561,0.541433
47.090,175.606,0.548495
47.100,351.825,0.540112
47.110,352.006,0.567656
47.120,351.851,0.572010
47.130,351.680,0.564513
47.140,351.896,0.479588
47.150,175.932,0.543368
47.160,176.015,0.650039
47.170,175.998,0.725764
47.180,175.809,0.618010
47.190,175.698,0.632006
47.200,175.566,0.668668
47.210,175.467,0.707869
47.220,175.579,0.568529
47.230,351.568,0.657276
47.240,351.329,0.793335
47.250,352.384,0.793530
47.260,351.573,0.554398
47.270,145.876,0.398235
47.280,147.698,0.652737
47.290,149.929,0.713192
47.300,154.888,0.555035
47.310,162.228,0.620836
47.320,165.915,0.785138
47.330,168.093,0.867201
47.340,169.128,0.843113
47.350,170.930,0.787134
47.360,174.811,0.718417
47.370,181.641,0.758756
47.380,186.867,0.779095
47.390,192.536,0.735600
47.400,196.023,0.858506
47.410,197.588,0.879013
47.420,198.871,0.856884
47.430,199.813,0.833327
47.440,200.127,0.828777
47.450,198.638,0.817267
47.460,194.596,0.566701
47.470,187.142,0.492354
47.480,179.864,0.548620
47.490,216.306,0.319935
47.500,227.047,0.572199
47.510,229.373,0.727756
47.520,230.107,0.784328
47.530,230.992,0.868223
47.540,231.170,0.885206
47.550,229.789,0.855897
47.560,228.351,0.913498
47.570,227.377,0.893754
47.580,226.352,0.893408
47.590,224.446,0.775220
47.600,218.603,0.611816
47.610,211.071,0.660234
47.620,204.467,0.805388
47.630,201.933,0.767447
47.640,198.846,0.825961
47.650,197.228,0.887374
47.660,197.630,0.873077
47.670,199.949,0.709814
47.680,204.449,0.687683
47.690,208.582,0.535909
47.700,215.769,0.519894
47.710,222.000,0.594314
47.720,224.937,0.801303
47.730,227.454,0.834619
47.740,228.569,0.890092
47.750,226.940,0.818638
47.760,222.227,0.816773
47.770,220.894,0.860293
47.780,222.488,0.832454
47.790,226.500,0.725259
47.800,236.248,0.581967
47.810,244.016,0.716691
47.820,251.755,0.741487
47.830,257.399,0.888082
47.840,261.925,0.906752
47.850,265.021,0.912069
47.860,266.565,0.910453
47.870,266.837,0.886730
47.880,265.349,0.921142
47.890,265.021,0.913731
47.900,264.843,0.883223
47.910,263.418,0.891446
47.920,263.330,0.867797
47.930,263.179,0.851120
47.940,261.847,0.853465
47.950,261.545,0.875118
47.960,261.159,0.850290
47.970,259.870,0.905924
47.980,258.890,0.911024
47.990,257.252,0.913665
48.000,253.408,0.845682
48.010,247.079,0.611245
48.020,239.680,0.682079
48.030,233.852,0.738755
48.040,228.015,0.766809
48.050,223.829,0.851330
48.060,222.039,0.881702
48.070,220.909,0.935560
48.080,220.717,0.932552
48.090,222.111,0.821177
48.100,225.865,0.771133
48.110,232.407,0.668452
48.120,238.286,0.687268
48.130,246.013,0.690533
48.140,256.444,0.815677
48.150,260.292,0.900413
48.160,262.890,0.831419
48.170,264.314,0.601616
48.180,132.145,0.740097
48.190,131.506,0.782869
48.200,259.969,0.727567
48.210,255.844,0.713086
48.220,249.494,0.582252
48.230,242.054,0.575096
48.240,235.638,0.502490
48.250,224.493,0.492543
48.260,217.657,0.488040
48.270,215.487,0.668499
48.280,219.288,0.595782
48.290,223.094,0.780951
48.300,224.960,0.797413
48.310,225.048,0.829096
48.320,225.008,0.798236
48.330,223.630,0.854595
48.340,222.015,0.871633
48.350,222.912,0.871144
48.360,225.703,0.780552
48.370,231.377,0.663906
48.380,240.382,0.566457
48.390,253.382,0.582391
48.400,258.496,0.843719
48.410,262.520,0.815771
48.420,265.488,0.825364
48.430,267.254,0.793990
48.440,269.526,0.852679
48.450,268.118,0.875916
48.460,264.953,0.769924
48.470,261.705,0.723522
48.480,258.517,0.736724
48.490,256.330,0.820486
48.500,254.642,0.752494
48.510,257.314,0.682551
48.520,258.167,0.677203
48.530,258.075,0.734805
48.540,260.011,0.784652
48.550,261.205,0.783166
48.560,261.927,0.817523
48.570,262.696,0.816255
48.580,262.656,0.862913
48.590,261.864,0.859898
48.600,261.611,0.881980
48.610,261.107,0.890743
48.620,261.747,0.890094
48.630,263.742,0.840384
48.640,265.806,0.841140
48.650,267.735,0.811196
48.660,266.031,0.639595
48.670,265.197,0.434212
48.680,254.058,0.143943
48.690,132.153,0.306047
48.700,129.922,0.474434
48.710,130.889,0.476410
48.720,131.396,0.643643
48.730,132.118,0.536314
48.740,133.457,0.440674
48.750,132.677,0.418696
48.760,132.349,0.602538
48.770,264.668,0.538770
48.780,131.664,0.644183
48.790,264.155,0.702988
48.800,276.237,0.389380
48.810,303.497,0.735746
48.820,303.924,0.874628
48.830,302.952,0.910960
48.840,302.540,0.938488
48.850,300.138,0.902031
48.860,297.577,0.927502
48.870,295.108,0.948906
48.880,293.998,0.919648
48.890,294.755,0.911706
48.900,298.065,0.865377
48.910,303.825,0.862179
48.920,309.103,0.910694
48.930,313.776,0.905771
48.940,319.211,0.913018
48.950,322.581,0.925489
48.960,324.091,0.945247
48.970,322.543,0.948975
48.980,319.238,0.913982
48.990,311.552,0.805491
49.000,301.766,0.811223
49.010,288.105,0.621802
49.020,276.689,0.820193
49.030,273.216,0.930043
49.040,273.231,0.926138
49.050,275.516,0.921859
49.060,281.083,0.792761
49.070,288.237,0.882142
49.080,290.779,0.930659
49.090,291.960,0.924233
49.100,290.360,0.803829
49.110,283.488,0.573679
49.120,276.542,0.719666
49.130,270.741,0.659377
49.140,265.240,0.533703
49.150,264.790,0.437214
49.160,266.942,0.285585
49.170,279.143,0.308564
49.180,283.098,0.348947
49.190,283.280,0.574803
49.200,284.464,0.635228
49.210,287.474,0.607105
49.220,288.666,0.303936
49.230,287.523,0.324237
49.240,328.797,0.606492
49.250,327.432,0.286786
49.260,263.781,0.578442
49.270,266.494,0.752271
49.280,267.648,0.865487
49.290,269.935,0.910167
49.300,270.996,0.914093
49.310,270.143,0.901843
49.320,267.802,0.904671
49.330,264.487,0.866569
49.340,261.579,0.835811
49.350,260.288,0.856445
49.360,260.431,0.855343
49.370,262.016,0.842477
49.380,263.507,0.780091
49.390,266.519,0.831077
49.400,268.442,0.872483
49.410,269.235,0.873029
49.420,268.576,0.843508
49.430,267.122,0.843899
49.440,265.413,0.860954
49.450,264.182,0.793424
49.460,263.196,0.791219
49.470,263.360,0.833591
49.480,264.128,0.820014
49.490,265.804,0.874833
49.500,267.232,0.858676
49.510,268.526,0.893567
49.520,268.658,0.918251
49.530,266.678,0.896492
49.540,263.400,0.891123
49.550,259.592,0.915563
49.560,257.644,0.930003
49.570,257.988,0.922378
49.580,259.473,0.911711
49.590,262.166,0.875061
49.600,265.737,0.901229
49.610,267.808,0.908682
49.620,268.553,0.938389
49.630,266.480,0.921960
49.640,261.908,0.876262
49.650,256.696,0.811176
49.660,250.068,0.728755
49.670,240.212,0.646094
49.680,236.200,0.830623
49.690,235.582,0.890038
49.700,238.394,0.867858
49.710,242.248,0.950113
49.720,244.036,0.931533
49.730,245.224,0.938122
49.740,244.196,0.927930
49.750,241.774,0.849634
49.760,236.341,0.640147
49.770,226.056,0.596620
49.780,216.630,0.713769
49.790,211.129,0.882501
49.800,209.571,0.867443
49.810,208.727,0.911835
49.820,210.394,0.871708
49.830,213.288,0.887593
49.840,216.796,0.849555
49.850,218.436,0.889873
49.860,217.058,0.755633
49.870,211.307,0.588884
49.880,204.135,0.480007
49.890,194.727,0.372462
49.900,183.756,0.591555
49.910,177.202,0.653327
49.920,241.005,0.278025
49.930,243.305,0.228068
49.940,241.777,0.417836
49.950,240.044,0.384021
49.960,235.482,0.406283
49.970,259.982,0.214686
49.980,260.211,0.527036
