time,frequency,confidence
159.190,263.661,0.552001
159.200,264.734,0.509717
159.210,265.758,0.638701
159.220,261.913,0.661886
159.230,263.808,0.636981
159.240,265.719,0.531176
159.250,263.340,0.641072
159.260,264.382,0.614067
159.270,264.502,0.663305
159.280,263.648,0.735281
159.290,264.730,0.746390
159.300,263.092,0.814053
159.310,262.381,0.821020
159.320,263.953,0.807520
159.330,263.484,0.792565
159.340,262.118,0.782321
159.350,263.327,0.756794
159.360,263.350,0.663836
159.370,262.563,0.572955
159.380,263.704,0.429248
159.390,264.078,0.450764
159.400,263.381,0.503480
159.410,263.690,0.444504
159.420,264.582,0.344931
159.430,267.291,0.400674
159.440,266.641,0.308543
159.450,132.991,0.329922
159.460,133.355,0.293632
159.470,133.183,0.241258
159.480,165.626,0.308366
159.490,165.431,0.468677
159.500,283.225,0.198657
159.510,283.160,0.174282
159.520,165.830,0.282411
159.530,440.359,0.170381
159.540,440.781,0.349333
159.550,440.821,0.482398
159.560,439.706,0.418006
159.570,442.262,0.260433
159.580,297.314,0.482861
159.590,294.114,0.373168
159.600,292.630,0.310160
159.610,297.164,0.523933
159.620,297.042,0.490799
159.630,297.108,0.428866
159.640,131.812,0.403145
159.650,132.372,0.467233
159.660,131.218,0.374792
159.670,295.686,0.481133
159.680,296.874,0.605237
159.690,297.524,0.370476
159.700,296.644,0.524181
159.710,297.397,0.403842
159.720,297.403,0.387385
159.730,296.555,0.310417
159.740,296.597,0.414865
159.750,295.214,0.341826
159.760,200.054,0.228482
159.770,294.614,0.293439
159.780,197.297,0.354471
159.790,198.007,0.283867
159.800,197.540,0.259493
159.810,199.553,0.320973
159.820,199.029,0.323450
159.830,198.903,0.385431
159.840,134.590,0.595854
159.850,134.791,0.439364
159.860,400.136,0.367293
159.870,395.306,0.215514
159.880,147.975,0.163048
159.890,149.951,0.180892
159.900,296.830,0.350017
159.910,150.944,0.175985
159.920,148.996,0.293772
159.930,73.898,0.361242
159.940,149.214,0.345030
159.950,74.263,0.404517
159.960,74.261,0.354795
159.970,74.167,0.295263
159.980,222.919,0.198274
159.990,295.170,0.252279
160.000,295.474,0.357568
160.010,296.247,0.296636
160.020,73.940,0.569211
160.030,73.946,0.377136
160.040,221.575,0.277236
160.050,221.280,0.233607
160.060,221.301,0.331319
160.070,74.003,0.520438
160.080,223.894,0.383784
160.090,225.007,0.334151
160.100,341.696,0.344946
160.110,224.213,0.257332
160.120,346.526,0.305974
160.130,223.118,0.323666
160.140,346.645,0.385862
160.150,346.888,0.404635
160.160,346.908,0.416408
160.170,351.987,0.377160
160.180,352.329,0.341664
160.190,347.814,0.433729
160.200,347.494,0.470116
160.210,346.342,0.456474
160.220,73.593,0.470055
160.230,221.620,0.198197
160.240,223.131,0.328486
160.250,221.549,0.342346
160.260,221.966,0.375149
160.270,221.120,0.474711
160.280,221.691,0.561515
160.290,222.016,0.490697
160.300,221.240,0.527858
160.310,220.857,0.519995
160.320,73.540,0.492481
160.330,73.461,0.508634
160.340,220.456,0.497273
160.350,221.148,0.611109
160.360,222.207,0.640356
160.370,221.984,0.585739
160.380,221.647,0.570237
160.390,221.719,0.389045
160.400,221.975,0.272090
160.410,220.240,0.148353
160.420,357.681,0.157841
160.430,354.717,0.237116
160.440,73.674,0.737930
160.450,73.822,0.331786
160.460,295.216,0.303240
160.470,295.035,0.293581
160.480,223.360,0.273062
160.490,73.689,0.247824
160.500,223.589,0.443698
160.510,223.557,0.332212
160.520,222.864,0.490100
160.530,221.710,0.481651
160.540,221.413,0.545436
160.550,220.221,0.594448
160.560,220.485,0.568096
160.570,220.406,0.545851
160.580,221.174,0.440811
160.590,73.737,0.536715
160.600,73.747,0.365072
160.610,293.993,0.273613
160.620,289.789,0.371176
160.630,180.564,0.194192
160.640,183.603,0.394527
160.650,184.830,0.402153
160.660,184.617,0.455632
160.670,187.500,0.413469
160.680,188.067,0.317428
160.690,185.633,0.276549
160.700,293.880,0.444718
160.710,182.550,0.305844
160.720,295.891,0.545404
160.730,296.177,0.680584
160.740,296.879,0.588069
160.750,295.725,0.631794
160.760,295.498,0.694319
160.770,296.209,0.569341
160.780,73.654,0.421992
160.790,294.636,0.444237
160.800,295.413,0.389547
160.810,294.120,0.324448
160.820,294.056,0.328469
160.830,294.769,0.261686
160.840,73.482,0.342876
160.850,73.481,0.322360
160.860,295.767,0.240239
160.870,297.434,0.385791
160.880,295.335,0.546248
160.890,295.404,0.496463
160.900,181.078,0.314710
160.910,73.815,0.255462
160.920,295.419,0.275495
160.930,294.094,0.295796
160.940,73.922,0.416805
160.950,73.787,0.714998
160.960,73.508,0.641040
160.970,73.569,0.413039
160.980,73.593,0.577973
160.990,73.804,0.470035
161.000,73.740,0.592696
161.010,73.609,0.605047
161.020,73.666,0.731688
161.030,73.778,0.864374
161.040,73.862,0.907132
161.050,73.924,0.860688
161.060,73.941,0.867352
161.070,73.925,0.707811
161.080,74.156,0.367070
161.090,223.327,0.385550
161.100,74.013,0.512172
161.110,73.893,0.526913
161.120,73.853,0.381105
161.130,73.805,0.605100
161.140,73.778,0.568116
161.150,294.197,0.451035
161.160,293.413,0.465344
161.170,293.879,0.499232
161.180,293.807,0.371844
161.190,222.466,0.335581
161.200,294.273,0.195351
161.210,169.262,0.362904
161.220,169.671,0.333017
161.230,169.438,0.326104
161.240,168.958,0.263040
161.250,169.307,0.229187
161.260,293.340,0.190695
161.270,297.939,0.170977
161.280,147.913,0.111799
161.290,148.101,0.216822
161.300,147.854,0.211749
161.310,148.335,0.176371
161.320,296.371,0.381866
161.330,293.895,0.362931
161.340,292.924,0.313753
161.350,292.956,0.370043
161.360,294.475,0.445765
161.370,294.916,0.346075
161.380,294.503,0.198835
161.390,294.564,0.199026
161.400,148.047,0.505814
161.410,149.845,0.154658
161.420,150.442,0.129412
161.430,152.072,0.097108
161.440,150.584,0.092608
161.450,180.768,0.066289
161.460,140.687,0.030587
161.470,146.346,0.073132
161.480,148.302,0.216402
161.490,149.535,0.148167
161.500,73.959,0.233155
161.510,74.186,0.263788
161.520,73.837,0.629362
161.530,73.642,0.846533
161.540,73.722,0.511276
161.550,293.194,0.457287
161.560,294.626,0.455891
161.570,294.419,0.273070
161.580,295.278,0.302139
161.590,297.588,0.450460
161.600,296.702,0.386137
161.610,295.672,0.413945
161.620,294.488,0.435322
161.630,296.289,0.393944
161.640,294.751,0.440355
161.650,296.562,0.410241
161.660,298.844,0.237076
161.670,296.318,0.292150
161.680,295.610,0.304931
161.690,296.916,0.418527
161.700,297.489,0.643342
161.710,297.536,0.733807
161.720,297.729,0.699105
161.730,296.187,0.681985
161.740,296.870,0.747552
161.750,297.514,0.752179
161.760,296.991,0.769965
161.770,296.596,0.767861
161.780,295.975,0.719990
161.790,297.581,0.775001
161.800,148.708,0.380898
161.810,298.102,0.482626
161.820,298.660,0.418987
161.830,298.215,0.407375
161.840,297.608,0.230094
161.850,147.494,0.380238
161.860,149.015,0.411498
161.870,149.515,0.304266
161.880,150.093,0.337876
161.890,149.244,0.202318
161.900,149.354,0.280796
161.910,74.215,0.702824
161.920,74.254,0.761770
161.930,74.060,0.464027
161.940,73.857,0.340722
161.950,73.553,0.719687
161.960,73.507,0.675520
161.970,295.935,0.555724
161.980,294.796,0.638387
161.990,296.536,0.654544
162.000,295.012,0.678916
162.010,294.639,0.744585
162.020,294.665,0.779795
162.030,295.850,0.736176
162.040,295.591,0.753726
162.050,295.719,0.717443
162.060,295.169,0.595386
162.070,295.145,0.490393
162.080,73.488,0.656319
162.090,295.788,0.576522
162.100,297.052,0.526084
162.110,295.302,0.291312
162.120,293.748,0.402534
162.130,291.943,0.335922
162.140,351.723,0.343507
162.150,347.671,0.255364
162.160,293.477,0.455998
162.170,293.610,0.484908
162.180,293.606,0.395193
162.190,151.381,0.215517
162.200,197.905,0.139056
162.210,289.374,0.132577
162.220,182.618,0.220541
162.230,187.238,0.309868
162.240,187.574,0.299697
162.250,184.262,0.151591
162.260,183.441,0.348109
162.270,180.327,0.370420
162.280,179.823,0.329612
162.290,264.933,0.261590
162.300,179.280,0.239703
162.310,182.359,0.189841
162.320,291.880,0.224661
162.330,36.596,0.396454
162.340,181.799,0.179221
162.350,218.393,0.226546
162.360,219.889,0.228234
162.370,223.091,0.316444
162.380,220.973,0.315094
162.390,293.127,0.288794
162.400,293.896,0.293806
162.410,294.949,0.470512
162.420,294.922,0.550107
162.430,297.188,0.495545
162.440,296.253,0.613141
162.450,292.756,0.543760
162.460,295.266,0.350330
162.470,296.016,0.500099
162.480,294.157,0.404915
162.490,262.197,0.450935
162.500,261.206,0.313003
162.510,262.999,0.405529
162.520,262.931,0.452975
162.530,298.502,0.402735
162.540,295.979,0.526678
162.550,265.703,0.495805
162.560,265.978,0.684578
162.570,265.629,0.756081
162.580,265.034,0.529828
162.590,131.981,0.547879
162.600,131.373,0.769978
162.610,132.931,0.612268
162.620,132.641,0.622819
162.630,132.573,0.680440
162.640,132.743,0.567866
162.650,132.422,0.347804
162.660,65.550,0.402017
162.670,65.591,0.449327
162.680,65.561,0.220036
162.690,266.402,0.245621
162.700,266.549,0.352881
162.710,223.152,0.323310
162.720,131.776,0.433646
162.730,132.517,0.595130
162.740,131.150,0.477613
162.750,132.028,0.371143
162.760,131.711,0.331055
162.770,131.387,0.617831
162.780,131.412,0.426079
162.790,130.849,0.293475
162.800,223.140,0.250532
162.810,131.592,0.290685
162.820,132.119,0.399666
162.830,132.162,0.351353
162.840,263.395,0.224151
162.850,261.752,0.226171
162.860,262.789,0.409255
162.870,261.506,0.401169
162.880,227.138,0.347522
162.890,226.593,0.514760
162.900,226.660,0.342044
162.910,225.381,0.236741
162.920,261.859,0.360234
162.930,114.623,0.347677
162.940,263.713,0.328228
162.950,224.391,0.465532
162.960,226.514,0.659452
162.970,223.893,0.252714
162.980,219.867,0.169624
162.990,217.374,0.191093
163.000,442.052,0.288705
163.010,180.515,0.234561
163.020,177.775,0.409730
163.030,176.515,0.631532
163.040,176.103,0.690985
163.050,175.325,0.557459
163.060,175.243,0.610832
163.070,176.040,0.672052
163.080,175.811,0.622669
163.090,175.562,0.656760
163.100,176.551,0.616975
163.110,176.483,0.492851
163.120,176.514,0.591359
163.130,176.460,0.597663
163.140,175.834,0.629236
163.150,295.317,0.526272
163.160,295.938,0.616211
163.170,295.800,0.558447
163.180,295.454,0.683819
163.190,295.442,0.614681
163.200,296.632,0.528107
163.210,295.063,0.733820
163.220,295.162,0.671686
163.230,295.414,0.709219
163.240,294.418,0.562993
163.250,294.809,0.445958
163.260,294.509,0.377695
163.270,294.017,0.419849
163.280,295.140,0.450928
163.290,295.910,0.428284
163.300,444.081,0.273797
163.310,293.910,0.289941
163.320,227.713,0.198127
163.330,225.915,0.302324
163.340,226.381,0.410468
163.350,225.879,0.514133
163.360,225.701,0.435622
163.370,224.500,0.283602
163.380,222.369,0.253476
163.390,223.468,0.484125
163.400,224.353,0.376844
163.410,225.806,0.521336
163.420,226.670,0.474885
163.430,224.696,0.491094
163.440,226.221,0.248842
163.450,440.713,0.377053
163.460,442.377,0.775978
163.470,443.465,0.808214
163.480,445.380,0.698972
163.490,447.084,0.504839
163.500,227.949,0.492389
163.510,227.665,0.456499
163.520,228.567,0.350966
163.530,229.428,0.222036
163.540,448.831,0.360766
163.550,448.367,0.313101
163.560,291.857,0.234044
163.570,292.895,0.351858
163.580,292.796,0.189956
163.590,228.824,0.233108
163.600,230.787,0.328406
163.610,228.433,0.295957
163.620,226.434,0.447597
163.630,228.625,0.411316
163.640,448.226,0.576198
163.650,446.133,0.631601
163.660,444.286,0.592675
163.670,147.010,0.327405
163.680,293.150,0.209922
163.690,292.771,0.225551
163.700,292.776,0.185594
163.710,293.356,0.238392
163.720,293.860,0.429679
163.730,295.139,0.412827
163.740,295.050,0.306606
163.750,294.611,0.279297
163.760,114.323,0.202193
163.770,114.671,0.180955
163.780,116.231,0.220435
163.790,116.482,0.270014
163.800,116.385,0.196861
163.810,181.026,0.341573
163.820,179.103,0.527592
163.830,177.605,0.528335
163.840,229.334,0.294576
163.850,229.392,0.230133
163.860,225.978,0.189575
163.870,294.002,0.217955
163.880,293.869,0.381053
163.890,294.728,0.394143
163.900,295.982,0.232933
163.910,296.817,0.495185
163.920,297.080,0.301379
163.930,177.216,0.212506
163.940,176.401,0.415985
163.950,175.883,0.267360
163.960,147.383,0.353202
163.970,175.492,0.314463
163.980,448.653,0.464108
163.990,449.900,0.361331
164.000,450.908,0.293297
164.010,176.730,0.195940
164.020,176.285,0.202221
164.030,147.668,0.230473
164.040,146.415,0.127637
164.050,146.895,0.217365
164.060,147.401,0.357253
164.070,444.178,0.232118
164.080,148.131,0.263663
164.090,447.341,0.313144
164.100,148.040,0.260740
164.110,296.062,0.204378
164.120,147.894,0.224359
164.130,294.262,0.263902
164.140,294.208,0.366274
164.150,295.094,0.439354
164.160,295.536,0.472795
164.170,293.816,0.489018
164.180,295.023,0.355239
164.190,393.794,0.542196
164.200,393.736,0.711286
164.210,393.754,0.670693
164.220,394.749,0.640822
164.230,393.587,0.545191
164.240,395.686,0.504260
164.250,395.203,0.498823
164.260,395.096,0.296614
164.270,396.135,0.485431
164.280,394.232,0.664055
164.290,395.395,0.571783
164.300,395.413,0.560068
164.310,395.904,0.593847
164.320,396.106,0.667118
164.330,398.550,0.657217
164.340,401.093,0.371474
164.350,436.350,0.408487
164.360,435.557,0.504461
164.370,438.931,0.321577
164.380,440.967,0.280710
164.390,442.962,0.270494
164.400,443.295,0.491082
164.410,444.364,0.587753
164.420,444.054,0.704412
164.430,444.505,0.606746
164.440,444.663,0.486360
164.450,444.138,0.413205
164.460,442.147,0.452540
164.470,444.854,0.430170
164.480,295.257,0.606112
164.490,296.574,0.634706
164.500,297.037,0.553487
164.510,296.514,0.446340
164.520,132.938,0.417635
164.530,132.436,0.368895
164.540,130.351,0.123755
164.550,325.772,0.068449
164.560,329.477,0.125836
164.570,129.783,0.262032
164.580,129.760,0.503671
164.590,130.954,0.474261
164.600,130.849,0.722818
164.610,130.458,0.723832
164.620,130.974,0.691578
164.630,131.110,0.691338
164.640,131.263,0.764593
164.650,131.538,0.680943
164.660,131.634,0.746427
164.670,131.675,0.753709
164.680,131.500,0.708378
164.690,131.729,0.705802
164.700,131.290,0.682653
164.710,131.219,0.447465
164.720,131.460,0.312458
164.730,263.302,0.313282
164.740,331.990,0.384923
164.750,264.480,0.493360
164.760,263.432,0.577325
164.770,264.165,0.387973
164.780,264.973,0.452792
164.790,263.827,0.340652
164.800,263.549,0.428776
164.810,264.344,0.558620
164.820,263.811,0.437611
164.830,263.523,0.615456
164.840,263.413,0.624134
164.850,263.261,0.516759
164.860,262.956,0.657605
164.870,263.082,0.474259
164.880,263.128,0.612155
164.890,263.329,0.556107
164.900,264.234,0.561324
164.910,264.274,0.612558
164.920,131.548,0.528071
164.930,264.733,0.593921
164.940,264.708,0.688915
164.950,263.966,0.514702
164.960,264.042,0.667259
164.970,264.384,0.738263
164.980,264.090,0.711579
164.990,263.854,0.764787
165.000,263.772,0.805895
165.010,264.096,0.737285
165.020,263.159,0.735668
165.030,263.443,0.606613
165.040,263.522,0.677838
165.050,263.546,0.600637
165.060,264.364,0.593175
165.070,263.779,0.595968
165.080,263.384,0.564891
165.090,263.361,0.632139
165.100,263.642,0.560664
165.110,264.404,0.441956
165.120,65.594,0.622494
165.130,296.926,0.163385
165.140,591.102,0.439595
165.150,591.782,0.658429
165.160,592.262,0.737497
165.170,593.084,0.706450
165.180,593.367,0.749627
165.190,593.551,0.722936
165.200,593.186,0.738780
165.210,592.852,0.806739
165.220,593.711,0.730599
165.230,593.665,0.661142
165.240,593.331,0.682219
165.250,593.356,0.387861
165.260,65.496,0.231116
165.270,65.432,0.305948
165.280,291.758,0.202982
165.290,65.439,0.415901
165.300,65.177,0.503877
165.310,265.962,0.526172
165.320,194.742,0.462625
165.330,193.117,0.403666
165.340,189.824,0.339273
165.350,191.315,0.409459
165.360,193.713,0.286548
165.370,65.300,0.241181
165.380,32.825,0.414502
165.390,65.416,0.271840
165.400,65.707,0.126554
165.410,263.803,0.207573
165.420,263.496,0.522768
165.430,264.435,0.433097
165.440,266.562,0.458344
165.450,267.215,0.572433
165.460,266.626,0.618713
165.470,263.680,0.541703
165.480,263.442,0.651898
165.490,264.388,0.591500
165.500,264.435,0.553625
165.510,264.003,0.696278
165.520,263.304,0.569258
165.530,265.269,0.698143
165.540,266.228,0.685975
165.550,264.154,0.495834
165.560,265.145,0.693687
165.570,264.213,0.706169
165.580,262.862,0.489229
165.590,263.100,0.552450
165.600,265.071,0.595949
165.610,296.576,0.493441
165.620,296.478,0.446897
165.630,295.340,0.411209
165.640,296.901,0.650136
165.650,296.764,0.654509
165.660,294.316,0.592735
165.670,293.408,0.464140
165.680,270.920,0.379455
165.690,269.621,0.482249
165.700,289.873,0.307241
165.710,268.248,0.312425
165.720,294.107,0.363060
165.730,134.860,0.216752
165.740,198.002,0.301823
165.750,64.971,0.172836
165.760,439.103,0.272835
165.770,439.644,0.571203
165.780,442.299,0.619023
165.790,442.456,0.492987
165.800,442.632,0.608794
165.810,444.409,0.437586
165.820,444.391,0.281810
165.830,442.276,0.369846
165.840,442.230,0.284471
165.850,443.522,0.283723
165.860,442.501,0.296369
165.870,441.763,0.265444
165.880,441.168,0.361048
165.890,440.593,0.478592
165.900,441.368,0.558588
165.910,441.154,0.421925
165.920,440.728,0.445202
165.930,441.508,0.250988
165.940,885.760,0.273266
165.950,887.753,0.383820
165.960,889.671,0.417156
165.970,888.931,0.326631
165.980,886.442,0.359169
165.990,887.391,0.213625
166.000,441.115,0.146574
166.010,440.935,0.213904
166.020,440.823,0.330743
166.030,442.473,0.446249
166.040,442.054,0.519763
166.050,442.881,0.664076
166.060,441.761,0.762128
166.070,441.198,0.727999
166.080,443.381,0.801967
166.090,443.927,0.408050
166.100,446.447,0.433739
166.110,124.436,0.147901
166.120,179.406,0.326142
166.130,177.469,0.349839
166.140,175.747,0.454947
166.150,174.135,0.566375
166.160,174.331,0.714669
166.170,173.790,0.729299
166.180,174.992,0.687608
166.190,176.306,0.642370
166.200,175.229,0.507663
166.210,174.821,0.329995
166.220,174.935,0.334863
166.230,131.692,0.409432
166.240,132.016,0.415862
166.250,43.654,0.390020
166.260,131.620,0.394838
166.270,131.737,0.484091
166.280,131.574,0.599576
166.290,131.522,0.491911
166.300,131.479,0.596173
166.310,131.044,0.510771
166.320,43.423,0.328892
166.330,131.468,0.354980
166.340,131.679,0.343649
166.350,43.575,0.405194
166.360,132.303,0.351645
166.370,133.066,0.554085
166.380,43.692,0.460826
166.390,43.667,0.729837
166.400,43.647,0.761272
166.410,43.699,0.881410
166.420,43.595,0.810396
166.430,43.400,0.697253
166.440,43.419,0.718474
166.450,43.331,0.395638
166.460,43.364,0.552588
166.470,43.420,0.443087
166.480,43.609,0.524810
166.490,220.275,0.438421
166.500,219.947,0.433341
166.510,220.576,0.445602
166.520,219.378,0.529221
166.530,219.925,0.491699
166.540,220.064,0.597552
166.550,220.431,0.315342
166.560,220.010,0.301112
166.570,174.173,0.411682
166.580,174.524,0.466996
166.590,174.725,0.553407
166.600,218.921,0.398618
166.610,175.687,0.449296
166.620,175.342,0.465854
166.630,175.860,0.476587
166.640,175.013,0.502693
166.650,175.830,0.578120
166.660,175.697,0.734996
166.670,176.271,0.723288
166.680,176.399,0.769251
166.690,176.313,0.772582
166.700,176.448,0.774697
166.710,175.716,0.826619
166.720,175.915,0.772199
166.730,174.773,0.824415
166.740,175.490,0.792749
166.750,175.272,0.866339
166.760,175.671,0.833534
166.770,176.138,0.851994
166.780,176.016,0.863319
166.790,176.792,0.844908
166.800,176.892,0.842934
166.810,177.231,0.844211
166.820,177.242,0.862275
166.830,177.614,0.829413
166.840,176.896,0.831006
166.850,177.308,0.831224
166.860,177.241,0.779643
166.870,88.090,0.312059
166.880,183.185,0.133241
166.890,183.933,0.412743
166.900,183.519,0.387823
166.910,180.050,0.208688
166.920,193.254,0.229775
166.930,193.767,0.262415
166.940,170.592,0.199633
166.950,176.857,0.550891
166.960,177.764,0.643477
166.970,178.441,0.665365
166.980,177.784,0.738387
166.990,177.758,0.716059
167.000,177.011,0.641732
167.010,175.851,0.608393
167.020,174.488,0.403070
167.030,220.993,0.360865
167.040,171.293,0.320988
167.050,174.610,0.197723
167.060,175.825,0.207197
167.070,177.775,0.386651
167.080,177.225,0.406206
167.090,221.531,0.416218
167.100,220.671,0.533553
167.110,217.733,0.615463
167.120,217.038,0.579648
167.130,172.605,0.184580
167.140,175.305,0.279052
167.150,175.690,0.327939
167.160,442.645,0.258087
167.170,178.442,0.301393
167.180,220.119,0.343654
167.190,223.669,0.428253
167.200,223.528,0.482898
167.210,219.482,0.588766
167.220,219.837,0.495301
167.230,219.654,0.397720
167.240,217.082,0.340667
167.250,219.886,0.510139
167.260,221.807,0.571354
167.270,221.616,0.576255
167.280,219.804,0.353558
167.290,219.529,0.392636
167.300,175.499,0.382593
167.310,175.211,0.509200
167.320,174.620,0.594285
167.330,175.093,0.579622
167.340,174.898,0.498821
167.350,174.744,0.539629
167.360,175.165,0.553559
167.370,175.697,0.545986
167.380,175.214,0.409154
167.390,175.225,0.276443
167.400,265.305,0.355242
167.410,264.089,0.147204
167.420,264.075,0.196194
167.430,265.168,0.205549
167.440,264.159,0.284567
167.450,263.960,0.369316
167.460,264.316,0.542097
167.470,263.270,0.710449
167.480,264.394,0.575499
167.490,263.188,0.700301
167.500,263.684,0.548510
167.510,263.250,0.645283
167.520,131.378,0.361138
167.530,130.925,0.348911
167.540,131.713,0.300496
167.550,132.211,0.221992
167.560,263.415,0.565746
167.570,264.331,0.324998
167.580,264.380,0.559332
167.590,264.497,0.559979
167.600,263.845,0.677506
167.610,264.346,0.583428
167.620,264.921,0.685606
167.630,265.498,0.767902
167.640,266.828,0.684017
167.650,132.489,0.218528
167.660,264.134,0.357559
167.670,264.089,0.128527
167.680,263.502,0.277087
167.690,185.691,0.117787
167.700,176.606,0.333602
167.710,173.882,0.638564
167.720,172.915,0.709326
167.730,172.270,0.431057
167.740,174.799,0.410889
167.750,173.900,0.388689
167.760,174.003,0.380714
167.770,173.121,0.491645
167.780,173.736,0.495369
167.790,174.958,0.560131
167.800,175.257,0.649569
167.810,174.430,0.590629
167.820,174.961,0.692450
167.830,174.956,0.348827
167.840,174.419,0.377740
167.850,174.515,0.533666
167.860,173.581,0.470359
167.870,174.893,0.639583
167.880,174.852,0.464327
167.890,175.120,0.572997
167.900,174.788,0.443321
167.910,43.644,0.436330
167.920,43.660,0.594670
167.930,174.731,0.423101
167.940,43.646,0.568059
167.950,43.350,0.361054
167.960,43.454,0.544069
167.970,43.417,0.570920
167.980,43.538,0.719886
167.990,43.485,0.522542
168.000,43.658,0.497866
168.010,175.208,0.266921
168.020,174.811,0.210697
168.030,177.079,0.176573
168.040,179.000,0.226193
168.050,176.826,0.267508
168.060,58.738,0.429744
168.070,183.222,0.050004
168.080,144.516,0.137560
168.090,147.918,0.383653
168.100,149.125,0.485715
168.110,147.780,0.502590
168.120,148.195,0.474546
168.130,148.615,0.614869
168.140,149.112,0.705904
168.150,148.700,0.735202
168.160,149.535,0.669459
168.170,149.125,0.431628
168.180,294.362,0.193347
168.190,147.284,0.306826
168.200,295.444,0.416644
168.210,295.903,0.318928
168.220,294.768,0.395769
168.230,49.349,0.473122
168.240,147.333,0.360197
168.250,49.234,0.708368
168.260,147.697,0.394653
168.270,147.790,0.479601
168.280,148.670,0.270584
168.290,147.446,0.425728
168.300,148.261,0.606574
168.310,147.831,0.736891
168.320,148.234,0.533597
168.330,147.157,0.690875
168.340,147.612,0.571315
168.350,147.362,0.612476
168.360,294.506,0.530117
168.370,294.381,0.586625
168.380,294.460,0.665698
168.390,294.661,0.801529
168.400,290.635,0.763151
168.410,290.849,0.291709
168.420,179.431,0.117001
168.430,190.277,0.169215
168.440,189.817,0.273743
168.450,185.719,0.316920
168.460,183.023,0.445807
168.470,176.669,0.447600
168.480,174.004,0.502227
168.490,170.670,0.282830
168.500,169.115,0.197467
168.510,272.293,0.129604
168.520,268.198,0.526406
168.530,267.464,0.483015
168.540,265.710,0.504486
168.550,266.069,0.448525
168.560,177.307,0.545341
168.570,176.743,0.695145
168.580,174.960,0.654377
168.590,172.821,0.435226
168.600,265.780,0.430989
168.610,268.462,0.588336
168.620,266.063,0.597885
168.630,263.851,0.512963
168.640,262.925,0.368740
168.650,174.851,0.309292
168.660,173.718,0.252790
168.670,173.981,0.342370
168.680,268.292,0.301385
168.690,268.502,0.373918
168.700,269.545,0.308940
168.710,285.066,0.218246
168.720,285.312,0.224164
168.730,272.471,0.149303
168.740,266.996,0.319222
168.750,265.298,0.358339
168.760,261.562,0.352847
168.770,259.405,0.195919
168.780,132.908,0.275746
168.790,218.179,0.144993
168.800,142.547,0.294622
168.810,134.149,0.336032
168.820,132.509,0.671615
168.830,132.394,0.774957
168.840,131.027,0.655277
168.850,131.580,0.607906
168.860,131.824,0.377181
168.870,132.198,0.553996
168.880,132.160,0.722595
168.890,131.954,0.558576
168.900,131.908,0.633917
168.910,131.725,0.552637
168.920,65.753,0.474552
168.930,132.066,0.594465
168.940,131.741,0.564934
168.950,131.594,0.530222
168.960,132.142,0.626469
168.970,131.995,0.628808
168.980,131.749,0.661678
168.990,131.722,0.554533
169.000,131.813,0.420852
169.010,131.307,0.389701
169.020,65.528,0.665017
169.030,65.555,0.418186
169.040,65.523,0.385312
169.050,65.645,0.410798
169.060,131.752,0.338674
169.070,264.367,0.359249
169.080,264.679,0.429378
169.090,65.724,0.550976
169.100,264.713,0.609866
169.110,263.575,0.630589
169.120,263.740,0.516378
169.130,263.931,0.538078
169.140,263.315,0.638575
169.150,261.974,0.745427
169.160,262.499,0.727345
169.170,262.343,0.646058
169.180,262.951,0.593207
169.190,261.380,0.657752
169.200,127.711,0.685869
169.210,120.852,0.234418
169.220,124.044,0.170031
169.230,293.664,0.128372
169.240,147.266,0.250937
169.250,147.051,0.369663
169.260,147.304,0.333562
169.270,296.104,0.397911
169.280,294.844,0.337109
169.290,294.429,0.345985
169.300,884.134,0.361131
169.310,293.834,0.390229
169.320,293.972,0.357373
169.330,294.751,0.249274
169.340,295.218,0.375250
169.350,294.249,0.450680
169.360,293.451,0.385862
169.370,441.640,0.340806
169.380,293.161,0.318692
169.390,443.529,0.327616
169.400,443.120,0.401028
169.410,294.767,0.482352
169.420,444.450,0.469718
169.430,443.223,0.417331
169.440,295.706,0.450264
169.450,444.750,0.460077
169.460,445.265,0.699036
169.470,446.266,0.745435
169.480,443.427,0.671892
169.490,443.997,0.577257
169.500,443.686,0.600428
169.510,442.761,0.573608
169.520,443.054,0.530114
169.530,444.596,0.433860
169.540,445.051,0.613878
169.550,446.487,0.544174
169.560,447.695,0.464797
169.570,446.688,0.451441
169.580,223.532,0.250315
169.590,447.545,0.417358
169.600,223.571,0.266573
169.610,225.134,0.218418
169.620,224.612,0.304678
169.630,224.323,0.311007
169.640,223.863,0.348961
169.650,223.043,0.318031
169.660,223.310,0.349096
169.670,222.441,0.414129
169.680,222.931,0.302384
169.690,223.773,0.530040
169.700,224.756,0.533399
169.710,224.947,0.442704
169.720,225.420,0.204758
169.730,294.961,0.207194
169.740,294.653,0.220415
169.750,223.296,0.200574
169.760,224.340,0.262234
169.770,224.719,0.548048
169.780,224.795,0.647484
169.790,225.322,0.729695
169.800,223.176,0.703330
169.810,222.250,0.622619
169.820,221.108,0.680614
169.830,220.609,0.700061
169.840,220.387,0.611269
169.850,221.505,0.433942
169.860,222.105,0.512383
169.870,440.840,0.440023
169.880,222.910,0.514226
169.890,223.857,0.393011
169.900,224.040,0.384013
169.910,447.034,0.624675
169.920,446.305,0.653471
169.930,448.889,0.646128
169.940,449.916,0.558781
